ts,city,target,local_time,hour,bin,bid,ask,spread,vol,model_p
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,19°C or below,0.0,0.001,0.001,326,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,20°C,0.0,0.001,0.001,482,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,21°C,0.0,0.001,0.001,95,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,22°C,0.0,0.001,0.001,729,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,23°C,0.0,0.001,0.001,10582,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,24°C,1.0,0.998,-0.002,7635,0.991
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,25°C,0.0,0.004,0.004,3996,0.001
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,26°C,0.0,0.001,0.001,3208,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,27°C,0.0,0.001,0.001,1249,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,28°C,0.0,0.001,0.001,1415,
2026-09-25T11:47:51Z,lucknow,2026-09-25,2026-09-25 17:17,17,29°C or higher,0.0,0.001,0.001,1842,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,19°C or below,0.0,0.001,0.001,326,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,20°C,0.0,0.001,0.001,482,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,21°C,0.0,0.001,0.001,95,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,22°C,0.0,0.001,0.001,729,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,23°C,0.0,0.001,0.001,10582,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,24°C,1.0,0.998,-0.002,7635,0.991
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,25°C,0.0,0.004,0.004,3996,0.001
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,26°C,0.0,0.001,0.001,3208,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,27°C,0.0,0.001,0.001,1249,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,28°C,0.0,0.001,0.001,1415,
2026-09-25T11:48:22Z,lucknow,2026-09-25,2026-09-25 17:18,17,29°C or higher,0.0,0.001,0.001,1842,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,16°C or below,0.0,0.001,0.001,522,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,17°C,0.0,0.001,0.001,425,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,18°C,0.0,0.001,0.001,306,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,19°C,0.0,0.001,0.001,260,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,20°C,0.967,0.001,-0.966,3858,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,21°C,0.033,0.99,0.957,2289,0.98
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,22°C,0.0,0.02,0.02,1376,0.01
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,23°C,0.0,0.002,0.002,976,0.001
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,24°C,0.0,0.001,0.001,430,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,25°C,0.0,0.001,0.001,105,
2026-09-25T12:57:27Z,istanbul,2026-09-25,2026-09-25 15:57,15,26°C or higher,0.0,0.001,0.001,105,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,30°C or below,0.0,0.001,0.001,480,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,31°C,0.0,0.001,0.001,95,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,32°C,0.0,0.001,0.001,95,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,33°C,0.0,0.001,0.001,184,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,34°C,0.0,0.001,0.001,159,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,35°C,0.0,0.001,0.001,1984,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,36°C,0.0,0.001,0.001,7703,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,37°C,0.933,0.99,0.057,3094,0.95
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,38°C,0.067,0.04,-0.027,1944,0.01
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,39°C,0.0,0.006,0.006,1907,
2026-09-25T12:57:27Z,jeddah,2026-09-25,2026-09-25 15:57,15,40°C or higher,0.0,0.001,0.001,1093,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,26°C or below,0.0,0.001,0.001,125,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,27°C,0.0,0.001,0.001,1336,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,28°C,0.0,0.001,0.001,1626,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,29°C,0.0,0.001,0.001,5634,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,30°C,1.0,0.999,-0.001,4923,0.997
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,31°C,0.0,0.003,0.003,2906,0.001
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,32°C,0.0,0.001,0.001,1354,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,33°C,0.0,0.001,0.001,317,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,34°C,0.0,0.001,0.001,1536,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,35°C,0.0,0.001,0.001,15,
2026-09-25T12:57:27Z,tel-aviv,2026-09-25,2026-09-25 15:57,15,36°C or higher,0.0,0.001,0.001,15,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,16°C or below,0.0,0.001,0.001,95,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,17°C,0.0,0.001,0.001,1117,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,18°C,0.0,0.001,0.001,783,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,19°C,0.0,0.001,0.001,1067,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,20°C,0.0,0.001,0.001,4535,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,21°C,0.933,0.17,-0.763,5388,0.12
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,22°C,0.067,0.74,0.673,5482,0.7
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,23°C,0.0,0.14,0.14,7840,0.1
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,24°C,0.0,0.004,0.004,5014,0.002
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,25°C,0.0,0.001,0.001,623,
2026-09-25T13:11:43Z,amsterdam,2026-09-25,2026-09-25 15:10,15,26°C or higher,0.0,0.001,0.001,100,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,18°C or below,0.0,0.001,0.001,2838,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,19°C,0.0,0.001,0.001,4747,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,20°C,0.0,0.001,0.001,4881,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,21°C,0.0,0.001,0.001,7925,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,22°C,0.0,0.001,0.001,5443,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,23°C,0.933,0.99,0.057,3349,0.97
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,24°C,0.067,0.02,-0.047,3530,0.01
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,25°C,0.0,0.001,0.001,3728,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,26°C,0.0,0.001,0.001,3287,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,27°C,0.0,0.001,0.001,150,
2026-09-25T13:11:43Z,cape-town,2026-09-25,2026-09-25 15:10,15,28°C or higher,0.0,0.001,0.001,95,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,16°C or below,0.0,0.001,0.001,522,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,17°C,0.0,0.001,0.001,425,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,18°C,0.0,0.001,0.001,306,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,19°C,0.0,0.001,0.001,260,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,20°C,0.0,0.001,0.001,3858,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,21°C,1.0,1.0,0.0,2289,0.97
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,22°C,0.0,0.02,0.02,1376,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,23°C,0.0,0.002,0.002,976,0.001
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,24°C,0.0,0.001,0.001,430,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,25°C,0.0,0.001,0.001,105,
2026-09-25T13:11:43Z,istanbul,2026-09-25,2026-09-25 16:10,16,26°C or higher,0.0,0.001,0.001,105,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,30°C or below,0.0,0.001,0.001,480,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,31°C,0.0,0.001,0.001,95,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,32°C,0.0,0.001,0.001,95,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,33°C,0.0,0.001,0.001,184,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,34°C,0.0,0.001,0.001,159,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,35°C,0.0,0.001,0.001,1984,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,36°C,0.0,0.001,0.001,7703,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,37°C,0.967,1.0,0.033,3242,0.96
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,38°C,0.033,0.02,-0.013,2002,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,39°C,0.0,0.006,0.006,1907,
2026-09-25T13:11:43Z,jeddah,2026-09-25,2026-09-25 16:11,16,40°C or higher,0.0,0.001,0.001,1093,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,30°C or below,0.0,0.001,0.001,1153,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,31°C,0.0,0.001,0.001,514,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,32°C,0.0,0.001,0.001,955,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,33°C,0.167,0.001,-0.166,1556,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,34°C,0.2,0.05,-0.15,6239,0.03
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,35°C,0.5,0.82,0.32,5810,0.78
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,36°C,0.1,0.18,0.08,11661,0.16
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,37°C,0.033,0.009,-0.024,4946,0.003
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,38°C,0.0,0.003,0.003,641,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,39°C,0.0,0.001,0.001,112,
2026-09-25T13:11:43Z,madrid,2026-09-25,2026-09-25 15:11,15,40°C or higher,0.0,0.001,0.001,251,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,18°C or below,0.0,0.001,0.001,1185,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,19°C,0.0,0.001,0.001,1212,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,20°C,0.0,0.001,0.001,1328,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,21°C,0.0,0.001,0.001,4571,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,22°C,0.767,0.11,-0.657,4928,0.05
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,23°C,0.2,0.69,0.49,4552,0.62
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,24°C,0.0,0.26,0.26,3940,0.19
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,25°C,0.0,0.048,0.048,2816,0.028
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,26°C,0.0,0.001,0.001,216,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,27°C,0.0,0.001,0.001,1362,
2026-09-25T13:11:43Z,milan,2026-09-25,2026-09-25 15:11,15,28°C or higher,0.033,0.001,-0.032,95,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,26°C or below,0.0,0.001,0.001,125,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,27°C,0.0,0.001,0.001,1336,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,28°C,0.0,0.001,0.001,1626,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,29°C,0.0,0.001,0.001,5686,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,30°C,1.0,1.0,0.0,5079,0.997
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,31°C,0.0,0.003,0.003,3007,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,32°C,0.0,0.001,0.001,1354,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,33°C,0.0,0.001,0.001,317,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,34°C,0.0,0.001,0.001,1536,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,35°C,0.0,0.001,0.001,15,
2026-09-25T13:11:43Z,tel-aviv,2026-09-25,2026-09-25 16:11,16,36°C or higher,0.0,0.001,0.001,15,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,16°C or below,0.0,0.001,0.001,522,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,17°C,0.0,0.001,0.001,425,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,18°C,0.0,0.001,0.001,306,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,19°C,0.0,0.001,0.001,260,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,20°C,0.0,0.001,0.001,3906,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,21°C,1.0,0.999,-0.001,2599,0.99
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,22°C,0.0,0.02,0.02,1416,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,23°C,0.0,0.002,0.002,1031,0.001
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,24°C,0.0,0.001,0.001,430,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,25°C,0.0,0.001,0.001,105,
2026-09-25T13:30:20Z,istanbul,2026-09-25,2026-09-25 16:29,16,26°C or higher,0.0,0.001,0.001,105,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,30°C or below,0.0,0.001,0.001,480,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,31°C,0.0,0.001,0.001,95,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,32°C,0.0,0.001,0.001,95,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,33°C,0.0,0.001,0.001,184,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,34°C,0.0,0.001,0.001,159,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,35°C,0.0,0.001,0.001,1984,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,36°C,0.0,0.001,0.001,7703,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,37°C,0.967,0.99,0.023,3242,0.96
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,38°C,0.033,0.02,-0.013,2002,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,39°C,0.0,0.006,0.006,1907,
2026-09-25T13:30:20Z,jeddah,2026-09-25,2026-09-25 16:29,16,40°C or higher,0.0,0.001,0.001,1093,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,26°C or below,0.0,0.001,0.001,125,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,27°C,0.0,0.001,0.001,1336,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,28°C,0.0,0.001,0.001,1626,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,29°C,0.0,0.001,0.001,5686,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,30°C,1.0,1.0,0.0,5079,0.997
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,31°C,0.0,0.003,0.003,3007,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,32°C,0.0,0.001,0.001,1354,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,33°C,0.0,0.001,0.001,317,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,34°C,0.0,0.001,0.001,1536,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,35°C,0.0,0.001,0.001,15,
2026-09-25T13:30:20Z,tel-aviv,2026-09-25,2026-09-25 16:29,16,36°C or higher,0.0,0.001,0.001,15,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,16°C or below,0.0,0.001,0.001,95,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,17°C,0.0,0.001,0.001,1117,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,18°C,0.0,0.001,0.001,783,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,19°C,0.0,0.001,0.001,1067,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,20°C,0.0,0.001,0.001,4537,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,21°C,0.933,0.001,-0.932,6405,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,22°C,0.067,0.82,0.753,5531,0.76
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,23°C,0.0,0.23,0.23,7900,0.16
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,24°C,0.0,0.004,0.004,5052,0.001
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,25°C,0.0,0.001,0.001,623,
2026-09-25T13:57:08Z,amsterdam,2026-09-25,2026-09-25 15:57,15,26°C or higher,0.0,0.001,0.001,100,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,18°C or below,0.0,0.001,0.001,2838,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,19°C,0.0,0.001,0.001,4748,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,20°C,0.0,0.001,0.001,4882,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,21°C,0.0,0.001,0.001,7925,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,22°C,0.0,0.001,0.001,5443,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,23°C,0.933,0.99,0.057,3515,0.96
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,24°C,0.067,0.03,-0.037,3765,0.01
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,25°C,0.0,0.001,0.001,3728,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,26°C,0.0,0.001,0.001,3287,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,27°C,0.0,0.001,0.001,150,
2026-09-25T13:57:08Z,cape-town,2026-09-25,2026-09-25 15:57,15,28°C or higher,0.0,0.001,0.001,95,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,30°C or below,0.0,0.001,0.001,1153,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,31°C,0.0,0.001,0.001,514,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,32°C,0.0,0.001,0.001,955,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,33°C,0.0,0.001,0.001,1556,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,34°C,0.167,0.09,-0.077,6323,0.03
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,35°C,0.2,0.82,0.62,5860,0.76
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,36°C,0.5,0.18,-0.32,11703,0.12
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,37°C,0.1,0.004,-0.096,5806,0.002
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,38°C,0.033,0.001,-0.032,641,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,39°C,0.0,0.001,0.001,112,
2026-09-25T13:57:08Z,madrid,2026-09-25,2026-09-25 15:57,15,40°C or higher,0.0,0.001,0.001,251,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,18°C or below,0.0,0.001,0.001,1185,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,19°C,0.0,0.001,0.001,1212,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,20°C,0.0,0.001,0.001,1328,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,21°C,0.0,0.001,0.001,4637,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,22°C,0.767,0.65,-0.117,5379,0.37
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,23°C,0.2,0.54,0.34,4816,0.29
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,24°C,0.0,0.04,0.04,4504,0.03
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,25°C,0.0,0.01,0.01,3640,0.005
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,26°C,0.0,0.001,0.001,216,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,27°C,0.0,0.001,0.001,1362,
2026-09-25T13:57:08Z,milan,2026-09-25,2026-09-25 15:57,15,28°C or higher,0.033,0.001,-0.032,95,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,16°C or below,0.0,0.001,0.001,522,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,17°C,0.0,0.001,0.001,425,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,18°C,0.0,0.001,0.001,306,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,19°C,0.0,0.001,0.001,260,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,20°C,0.0,0.001,0.001,3906,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,21°C,1.0,0.999,-0.001,2599,0.99
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,22°C,0.0,0.009,0.009,1416,0.001
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,23°C,0.0,0.002,0.002,1034,0.001
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,24°C,0.0,0.001,0.001,430,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,25°C,0.0,0.001,0.001,105,
2026-09-25T14:01:40Z,istanbul,2026-09-25,2026-09-25 17:01,17,26°C or higher,0.0,0.001,0.001,105,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,30°C or below,0.0,0.001,0.001,480,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,31°C,0.0,0.001,0.001,95,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,32°C,0.0,0.001,0.001,95,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,33°C,0.0,0.001,0.001,184,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,34°C,0.0,0.001,0.001,159,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,35°C,0.0,0.001,0.001,1984,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,36°C,0.0,0.001,0.001,7703,
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,37°C,1.0,0.999,-0.001,3369,0.991
2026-09-25T14:01:40Z,jeddah,2026-09-25,2026-09-25 17:01,17,38°C,0.0,0.009,0.009,2039,0.001
